X,Y
0.8164,0.8105
0.407,0.582
0.9123,0.5072
0.4089,0.1411
0.741,0.868
0.1947,0.8755
0.7874,0.7867
0.7228,0.8655
0.758,0.7721
0.3902,0.6206
0.4024,0.2151
0.4262,0.1904
0.7438,0.8926
0.8793,0.5593
0.4003,0.1795
0.7127,0.8477
0.7521,0.1652
0.7488,0.2381
0.7366,0.1521
0.4216,0.1884
0.3326,0.8795
0.384,0.268
0.8516,0.4997
0.6781,0.247
0.7186,0.1729
0.8036,0.8432
0.4125,0.5537
0.7027,0.7677
0.7091,0.1024
0.7441,0.2002
0.2547,0.9226
0.7897,0.8736
0.4554,0.1285
0.383,0.7767
0.3459,0.7899
0.3257,0.5704
0.4391,0.1117
0.783,0.8067
0.749,0.0931
0.7244,0.1406
0.8105,0.125
0.6466,0.8399
0.678,0.829
0.3157,0.7918
0.4223,0.1741
0.7157,0.0899
0.4312,0.1846
0.4295,0.5312
0.3495,0.1681
0.7753,0.2194
0.3926,0.1728
0.2824,0.9081
0.7111,0.2554
0.7266,0.7753
0.38,0.6103
0.398,0.222
0.3609,0.8268
0.355,0.771
0.775,0.1229
0.3351,0.9079
0.7401,0.8384
0.7801,0.8655
0.4193,0.2114
0.8026,0.4865
0.7463,0.1217
0.3592,0.1605
0.4002,0.1487
0.2979,0.8141
0.2749,0.8122
0.4868,0.1679
0.3379,0.8315
0.333,0.5994
0.3,0.9121
0.2241,0.8568
0.3567,0.1487
0.4608,0.5431
0.3054,0.861
0.7775,0.4914
0.7032,0.2557
0.3317,0.58
0.372,0.1474
0.6245,0.1667
0.7505,0.7876
0.7666,0.5574
0.4757,0.1487
0.2778,0.95
0.2696,0.8639
0.8072,0.8314
0.2185,0.8895
0.387,0.5906
0.8055,0.4922
0.732,0.7919
0.7359,0.2765
0.2508,0.8558
0.3794,0.5898
0.7093,0.8338
0.3737,0.2231
0.2304,0.8342
0.691,0.1179
0.2342,0.9802
0.6476,0.2181
0.1967,0.9005
0.7964,0.9089
0.628,0.8401
0.6965,0.9033
0.7278,0.8671
0.3532,0.2142
0.6849,0.832
0.289,0.8214
0.8081,0.514
0.3286,0.5649
0.3514,0.5937
0.3911,0.1479
0.737,0.1461
0.6951,0.7806
0.4808,0.1463
0.7346,0.2138
0.7589,0.802
0.7033,0.1762
0.3467,0.1686
0.3767,0.1937
0.4088,0.1099
0.6837,0.074
0.7378,0.1208
0.7381,0.1181
0.7357,0.1911
0.3518,0.1936
0.7285,0.2483
0.722,0.8384
0.752,0.86
0.35,0.2205
0.7669,0.5023
0.3391,0.6121
0.6708,0.8616
0.788,0.8439
0.4279,0.1076
0.8891,0.6205
0.7331,0.8248
0.7573,0.8254
0.2367,0.8518
0.708,0.8356
0.7533,0.8675
0.6497,0.8385
0.4876,0.1362
0.6751,0.2083
0.4171,0.5808
0.7374,0.1389
0.3492,0.5642
0.3881,0.1964
0.3492,0.214
0.721,0.7875
0.1774,0.8848
0.7956,0.5115
0.8237,0.5407
0.6917,0.1
0.709,0.0836
0.2522,0.8545
0.3146,0.8582
0.4393,0.2387
0.7722,0.5175
0.6884,0.2196
0.7243,0.8589
0.6986,0.7618
0.6594,0.8627
0.3933,0.6146
0.7299,0.8437
0.3771,0.5466
0.7107,0.1727
0.7051,0.0572
0.7601,0.1445
0.7177,0.8331
0.7258,0.4912
0.2792,0.9276
0.4034,0.5994
0.834,0.5325
0.7062,0.2148
0.3459,0.8422
0.3778,0.167
0.349,0.2837
0.8298,0.5037
0.7061,0.1031
0.2405,0.9313
0.754,0.0824
0.778,0.1461
0.4369,0.1899
0.4012,0.1317
0.3888,0.1536
0.7356,0.107
0.6858,0.1669
0.7281,0.148
0.6305,0.8523
0.3812,0.6344
0.6306,0.8212
0.6969,0.8497
0.2969,0.8718
0.7084,0.8217
0.2452,0.8886
0.3699,0.5664
0.3496,0.2257
0.3283,0.8102
0.7412,0.7997
0.8201,0.5772
0.8142,0.1186
0.3997,0.2459
0.6352,0.7415
0.4629,0.1738
0.6225,0.8122
0.3162,0.8539
0.7392,0.0833
0.3694,0.6117
0.4308,0.6765
0.7133,0.1909
0.6723,0.8249
0.3491,0.7835
0.6756,0.8302
0.8275,0.5344
0.2065,0.8429
0.7406,0.1066
0.9058,0.9123
0.7128,0.8877
0.6535,0.2039
0.3909,0.1946
0.5004,0.1833
0.47,0.1795
0.7757,0.174
0.7223,0.1689
0.7618,0.7247
0.6353,0.8289
0.2085,0.9064
0.8002,0.8335
0.3166,0.8613
0.758,0.8888
0.4029,0.285
0.3824,0.1519
0.721,0.1306
0.3076,0.8181
0.7662,0.2527
0.6902,0.7773
0.7657,0.5035
0.3597,0.2046
0.3386,0.8372
0.782,0.1361
0.4545,0.2299
0.8309,0.4913
0.8726,0.5303
0.4173,0.2294
0.7839,0.0913
0.7186,0.1461
0.3325,0.8843
0.3382,0.8667
0.4308,0.6017
0.3257,0.6384
0.2893,0.9586
0.6776,0.0283
0.6762,0.8962
0.7184,0.8528
0.3636,0.227
0.7914,0.4864
0.3783,0.2633
0.7164,0.7765
0.7193,0.1953
0.3442,0.5846
0.4531,0.1769
0.3435,0.8092
0.7212,0.0853
0.6944,0.5609
0.8103,0.4619
0.7548,0.132
0.7702,0.207
0.2424,0.9311
0.2806,0.8545
0.7849,0.4999
0.2704,0.9411
0.3961,0.6248
0.3605,0.5695
0.7931,0.4779
0.4224,0.147
0.3836,0.6097
0.7315,0.8029
0.4528,0.2019
0.1555,0.8848
0.7736,0.8167
0.6427,0.8779
0.2745,0.9218
0.3878,0.6625
0.4869,0.144
0.6516,0.1221
0.3561,0.8045
0.7019,0.87
0.7017,0.8627
0.3503,0.5993
0.7661,0.872
0.3004,0.8577
0.5034,0.086
0.3611,0.6248
0.7845,0.4691
0.4031,0.5406
0.6396,0.7501
0.174,0.8653
0.7056,0.2303
