X,Y
0.8787,0.6321
0.4222,0.4184
0.8577,0.7326
0.6381,0.4023
0.8429,0.5781
0.6634,0.4604
0.7523,0.2411
0.6785,0.5932
0.2176,0.885
0.2525,0.569
0.5105,0.3431
0.7701,0.6184
0.6269,0.5137
0.3095,0.6215
0.95,0.5274
0.7181,0.644
0.3137,0.7414
0.7005,0.8588
0.7986,0.2213
0.7972,0.7372
0.6335,0.8137
0.8162,0.7594
0.5458,0.6683
0.5082,0.5525
0.3467,0.8276
0.4693,0.8126
0.6471,0.6943
0.704,0.6793
0.0892,0.8744
0.2859,0.9825
0.9398,0.1492
0.403,0.3359
0.3666,0.3263
0.4445,0.473
0.6455,0.5859
0.3976,0.3894
0.6876,0.7447
0.3237,0.4417
0.6971,0.6105
0.8104,0.4216
0.3519,0.4042
0.901,0.6871
0.1815,0.95
0.4114,0.5661
0.2173,0.95
0.7354,0.6372
0.4384,0.3266
0.5299,0.6329
0.7492,0.2531
0.2525,0.5959
0.9244,0.1858
0.7549,0.6905
0.487,0.8729
0.5607,0.2131
0.6231,0.6367
0.6908,0.6888
0.4584,0.5558
0.4638,0.8237
0.3157,0.8027
0.4312,0.552
0.5309,0.8047
0.8111,0.533
0.5498,0.8482
0.6538,0.5219
0.4636,0.7092
0.2903,1
0.3123,0.5306
0.4025,0.5421
0.2464,0.2594
0.7839,0.6625
0.5193,0.744
0.6354,0.3636
0.7188,0.3038
0.6507,0.7331
0.5978,0.8872
0.4789,0.2034
0.4367,0.8362
0.527,0.805
0.8839,0.3902
0.5588,0.8242
0.5908,0.6333
0.7068,0.6038
0.2964,0.3986
0.883,0.3956
0.5834,0.6253
0.2387,0.863
0.7975,0.2319
0.5903,0.693
0.79,0.3311
0.5405,0.6924
0.754,0.4896
0.874,0.6239
0.2536,0.2861
0.5758,0.2666
0.4956,0.2585
0.5265,0.6578
0.7153,0.08
0.5657,0.7774
0.8224,0.3249
0.4859,0.3124
0.778,0.7392
0.744,0.6835
0.2305,0.7235
0.8995,0.2174
0.566,0.3495
0.6702,0.1944
0.4873,0.5655
0.7488,0.3949
0.3926,0.6065
0.2837,0.2423
0.1973,0.3329
0.7825,0.1308
0.7355,0.7501
0.2893,0.2698
0.5968,0.396
0.5557,0.618
0.3832,0.4043
0.4123,0.8733
0.5068,0.7258
0.6604,0.8411
0.525,0.2688
0.7292,0.9742
0.4636,0.6591
0.949,0.1829
0.5073,0.2804
0.5272,0.31
0.3689,0.3604
0.3203,0.2991
0.6215,0.7325
0.8133,0.5223
0.9834,0.5423
0.6779,0.5568
0.6812,0.7961
0.511,0.3817
0.6818,0.2538
0.2062,0.3653
0.4502,0.8764
0.1435,0.9391
0.31,0.464
0.588,0.621
0.6021,0.564
0.6351,0.4262
0.8245,0.2204
0.589,0.7111
0.2462,0.2772
0.4331,0.5895
0.5534,0.667
0.3726,0.2877
0.5858,0.6032
0.5052,0.3035
0.5401,0.4842
0.433,0.245
0.7774,0.6678
0.44,0.6692
0.4336,0.0648
0.1985,0.4359
0.4098,0.6502
0.5007,0.8272
0.8516,0.1148
0.4959,0.4666
0.2861,0.5577
0.3176,0.5742
0.2415,0.0989
0.8962,0.1112
0.8048,0.5349
0.7706,0.3024
0.5272,0.5364
0.4251,0.3825
0.2113,0.9707
0.7746,0.4009
0.7232,0.4393
0.6668,0.3161
0.5856,0.8411
0.48,0.4355
0.5882,0.2828
0.3789,0.4905
0.2661,0.3282
0.8232,0.3455
0.294,0.9227
0.4763,0.7316
0.8885,0.5944
0.2505,0.9361
0.9729,0.5344
0.4738,0.6578
0.4341,0.5381
0.5046,0.2953
0.3394,0.3305
0.8381,0.7611
0.335,0.1597
0.3302,0.2877
0.5505,0.9076
0.0781,0.3858
0.9658,0.3897
0.5971,0.1872
0.3639,0.3946
0.5588,0.6639
0.4621,0.5383
0.26,0.9652
0.6929,0.6309
0.143,0.1208
0.6889,0.6366
0.6157,0.5769
0.7699,0.7108
0.7436,0.4842
0.5642,0.7342
0.5836,0.3265
0.1153,0.2742
0.7893,0.7198
0.5788,0.6466
0.95,0.6312
0.6693,0.718
0.6536,0.3826
0.9108,0.4411
0.5045,0.2263
0.7278,0.3706
0.3439,0.4944
0.506,0.53
0.7591,0.3765
0.782,0.5468
0.6077,0.5453
0.7335,0.6417
0.7196,0.551
0.2993,0.2426
0.6638,0.5435
0.8443,0.572
0.3976,0.6575
0.9447,0.2482
0.1177,0.243
0.3817,0.5647
0.5603,0.2547
0.7542,0.7572
0.7661,0.6909
0.9469,0.3037
0.8482,0.6626
0.5274,0.837
0.3194,0.2304
0.6552,0.7773
0.8324,0.5532
0.6802,0.4235
0.6749,0.2888
0.8344,0.3614
0.5413,0.4512
0.4327,0.5125
0.1702,0.4936
0.3137,0.4448
0.5836,0.7862
0.3845,0.5277
0.3851,0.2915
0.4996,0.4436
0.6949,0.7334
0.6669,0.7464
0.4128,0.2258
0.8186,0.7768
0.62,0.7738
0.4979,0.2574
0.5048,0.3406
0.3834,0.2429
0.5021,0.4886
0.3827,0.5055
0.7383,0.7101
0.1953,0.1926
0.5535,0.6655
0.484,0.394
0.1858,0.2679
0.4119,0.1799
0.7051,0.6855
0.5005,0.2131
0.8694,0.729
0.3666,0.346
0.8156,0.54
0.489,0.2945
0.5813,0.647
0.2683,0.6301
0.6725,0.2199
0.4248,0.0936
0.2594,0.843
0.3688,0.7859
0.6352,0.7638
0.7775,0.7015
0.5529,0.2964
0.1378,0.227
0.815,0.3186
0.5176,0.548
0.5049,0.3985
0.685,0.2203
0.6504,0.4416
0.3761,0.6326
0.7583,0.7832
0.8322,0.129
0.6301,0.6307
0.3939,0.5045
0.6372,0.3346
0.3616,0.5054
0.5179,0.4767
0.4738,0.7309
0.6488,0.7533
0.3013,0.3182
0.3654,0.8963
0.6347,0.8642
0.1397,0.3898
0.5316,0.8152
0.8252,0.216
0.2715,0.0688
0.7536,0.862
0.4285,0.4328
0.2282,0.9499
0.5058,0.2674
0.95,0.4169
0.799,0.6298
0.679,0.7192
0.5411,0.2532
0.7848,0.5246
0.3851,0.3686
0.8197,0.1678
0.6784,0.0966
0.8032,0.6281
0.5509,0.5014
0.6833,0.6201
0.1723,0.9395
0.7241,0.67
0.6464,0.5541
0.6231,0.9107
0.6086,0.6078
0.6754,0.7122
0.6303,0.6241
0.572,0.7712
0.4228,0.1996
0.5605,0.3453
0.7204,0.1895
0.8088,0.2138
0.8921,0.3587
0.4952,0.3214
0.6916,0.533
0.956,0.3564
0.2812,0.4495
0.3494,0.2838
0.2278,0.0677
0.5582,0.2547
0.4744,0.531
0.7236,0.4407
0.6947,0.6089
0.4781,0.3648
0.95,0.4614
0.3693,0.311
0.4448,0.2574
0.3284,0.2485
0.3492,0.9934
0.4726,0.7429
0.6698,0.777
0.7,0.7833
0.2344,0.8605
0.5474,0.5149
0.9005,0.4172
0.8181,0.7656
0.4166,0.2375
0.43,0.5026
0.6808,0.5137
0.7743,0.1383
0.4892,0.5912
0.6484,0.6959
0.7191,0.8078
0.6962,0.8189
0.3979,0.5395
0.6497,0.6768
0.4316,0.3757
0.5648,0.7031
0.6697,0.3727
0.6331,0.611
0.6035,0.2861
0.5424,0.1271
0.6269,0.6669
0.8469,0.6274
0.5129,0.4487
0.3143,0.2736
0.8517,0.6351
0.8298,0.4234
0.4343,0.2316
0.6111,0.6257
